표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7187870001","187870","디바이스이엔지","디바이스이엔지","Device ENG CO.,Ltd","2017/12/20","KOSDAQ","주권","우량기업부","보통주","500","7036609"
"KR7456440007","456440","디비금융제11호기업인수목적","DB금융스팩11호","DB Finance No.11 Special Purpose Acquisition Co., Ltd.","2023/07/12","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5315000"
"KR7024090003","024090","디씨엠보통주","디씨엠","DCMCorp.","1999/08/18","KOSPI","주권",,"보통주","500","11400000"
"KR7003160009","003160","디아이보통주","디아이","DI","1996/07/31","KOSPI","주권",,"보통주","500","28300000"
"KR7092200005","092200","디아이씨 보통주","디아이씨","DAE-IL Corporation","2007/10/18","KOSPI","주권",,"보통주","500","38888569"
"KR7110990009","110990","디아이티","디아이티","DIT","2018/08/07","KOSDAQ","주권","우량기업부","보통주","100","18900000"
"KR7004840005","004840","디알비동일보통주","DRB동일","DRB Holding Co.,Ltd","1976/05/21","KOSPI","주권",,"보통주","500","19930000"
"KR7263690000","263690","디알젬","디알젬","DRGEM CORPORATION","2018/11/22","KOSDAQ","주권","우량기업부","보통주","500","11325610"
"KR7214680001","214680","디알텍","디알텍","DRTECH Corporation","2015/04/20","KOSDAQ","주권","우량기업부","보통주","100","73727108"
"KR7347850000","347850","디앤디파마텍","디앤디파마텍","D&D Pharmatech Inc.","2024/05/02","KOSDAQ","주권","기술성장기업부","보통주","무액면","10429232"
"KR7377190004","377190","디앤디플랫폼리츠보통주","디앤디플랫폼리츠","D&D platform REIT","2021/08/27","KOSPI","부동산투자회사",,"보통주","1000","64400000"
"KR7263720005","263720","디앤씨미디어","디앤씨미디어","D&C MEDIA CO.,LTD.","2017/08/01","KOSDAQ","주권","우량기업부","보통주","500","12524473"
"KR7376300000","376300","디어유","디어유","DEAR U Co.,Ltd.","2021/11/10","KOSDAQ","주권","기술성장기업부","보통주","500","23738406"
"KR7241520006","241520","디에스씨인베스트먼트","DSC인베스트먼트","DSC Investment Inc.","2016/12/19","KOSDAQ","주권","중견기업부","보통주","500","27496125"
"KR7109740001","109740","디에스케이","디에스케이","DSK Co.,Ltd.","2009/09/23","KOSDAQ","주권","벤처기업부","보통주","500","25710390"
"KR7290120005","290120","디에이치오토리드","DH오토리드","DH AUTOLEAD","2018/12/07","KOSDAQ","주권","우량기업부","보통주","500","15515138"
"KR7025440009","025440","디에이치오토웨어","DH오토웨어","DHAUTOWARE","1995/05/22","KOSDAQ","주권","중견기업부","보통주","500","153906120"
"KR7196490007","196490","디에이테크놀로지","디에이테크놀로지","DA Technology Co.,Ltd.","2014/11/19","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","169409360"
"KR7066900002","066900","디에이피","디에이피","DAP Co., Ltd","2004/05/14","KOSDAQ","주권","우량기업부","보통주","500","22744503"
"KR7180400004","180400","디엑스앤브이엑스","DXVX","Dx & Vx","2015/11/20","KOSDAQ","주권","중견기업부","보통주","500","30219432"
"KR7127120004","127120","디엔에이링크","디엔에이링크","DNA Link, Inc","2011/12/26","KOSDAQ","주권","벤처기업부","보통주","500","18686556"
"KR7092070002","092070","디엔에프","디엔에프","DNF Co., Ltd.","2007/11/16","KOSDAQ","주권","우량기업부","보통주","500","11571858"
"KR7007340003","007340","디엔오토모티브보통주","DN오토모티브","DN AUTOMOTIVE CORPORATION","1988/09/24","KOSPI","주권",,"보통주","500","9994005"
"KR7068790005","068790","디엠에스","DMS","DMS Co.,Ltd.","2004/10/01","KOSDAQ","주권","우량기업부","보통주","500","24573061"
"KR7039840004","039840","디오","디오","DIO Corporation","2000/06/29","KOSDAQ","주권","우량기업부","보통주","500","15881755"
"KR7219550001","219550","디와이디","디와이디","DYD","2015/07/22","KOSDAQ","주권","중견기업부","보통주","500","58771527"
"KR7013570007","013570","디와이보통주","디와이","DY Corporation","1989/05/30","KOSPI","주권",,"보통주","500","26319633"
"KR7310870001","310870","디와이씨","디와이씨","DYC","2018/12/20","KOSDAQ","주권","벤처기업부","보통주","100","20687271"
"KR7210540001","210540","디와이파워보통주","디와이파워","DY POWER Corporation","2015/01/15","KOSPI","주권",,"보통주","500","11041708"
"KR7104460001","104460","디와이피엔에프","디와이피엔에프","DYPNF CO.,LTD","2009/12/22","KOSDAQ","주권","중견기업부","보통주","500","10713625"
"KR7079810008","079810","디이엔티","디이엔티","DE&T Co., Ltd.","2005/01/26","KOSDAQ","주권","중견기업부","보통주","500","22028094"
"KR7113810006","113810","디젠스","디젠스","Dgenx Co., Ltd.","2012/11/22","KOSDAQ","주권","중견기업부","보통주","500","32628051"
"KR7043360007","043360","디지아이","디지아이","Digital Graphics Incorporation","2001/07/20","KOSDAQ","주권","벤처기업부","보통주","500","9000000"
"KR7197140007","197140","디지캡","디지캡","DigiCAP","2018/09/07","KOSDAQ","주권","벤처기업부","보통주","500","13013154"
"KR7068930007","068930","디지털대성","디지털대성","Digital Daesung Co., Ltd.","2003/10/17","KOSDAQ","주권","우량기업부","보통주","500","27675342"
"KR7033130006","033130","디지틀조선일보","디지틀조선","DigitalChosun","1997/08/06","KOSDAQ","주권","중견기업부","보통주","500","37115267"
"KR7060900008","060900","디지피","DGP","DGP","2002/09/17","KOSDAQ","주권","중견기업부","보통주","1000","25258229"
"KR7105740005","105740","디케이락","디케이락","DK-Lok Corporation","2010/11/12","KOSDAQ","주권","우량기업부","보통주","500","10156513"
"KR7263020000","263020","디케이앤디","디케이앤디","DK&D","2018/11/20","KOSDAQ","주권","벤처기업부","보통주","500","15069831"
"KR7290550003","290550","디케이티","디케이티","DK Tech Co., Ltd.","2018/12/21","KOSDAQ","주권","우량기업부","보통주","500","18894839"
"KR7066670001","066670","디티씨","디티씨","DTC","2002/12/30","KOSDAQ","주권","우량기업부","보통주","500","18691918"
"KR7187220009","187220","디티앤씨","디티앤씨","Dt&C","2014/12/17","KOSDAQ","주권","벤처기업부","보통주","500","11698021"
"KR7383930005","383930","디티앤씨알오","디티앤씨알오","DT&CRO CO., Ltd.","2022/11/11","KOSDAQ","주권","중견기업부","보통주","500","12770512"
"KR7163430002","163430","디피코","디피코","DPECO","2018/05/16","KONEX","주권","일반기업부","보통주","500","9829553"
"KR7131180002","131180","딜리","딜리","DILLI ILLUSTRATE INC.,","2011/01/31","KOSDAQ","주권","벤처기업부","보통주","100","29350000"
"KR7315640003","315640","딥노이드","딥노이드","DEEPNOID Inc.","2021/08/17","KOSDAQ","주권","기술성장기업부","보통주","500","22421268"
"KR7223310004","223310","딥마인드플랫폼","딥마인드","DeepMind Platform","2015/12/24","KOSDAQ","주권","중견기업부","보통주","100","22839375"
"KR7317120004","317120","라닉스","라닉스","RANIX INC.","2019/09/18","KOSDAQ","주권","기술성장기업부","보통주","500","9660000"
"KR7042510008","042510","라온시큐어","라온시큐어","RaonSecure Co., Ltd.","2001/01/03","KOSDAQ","주권","벤처기업부","보통주","500","56025871"
"KR7232680009","232680","라온테크","라온테크","RAONTEC Inc.","2021/06/17","KOSDAQ","주권","기술성장기업부","보통주","500","12534234"
"KR7418420006","418420","라온텍","라온텍","RAONTECH INC.","2023/03/09","KOSDAQ","주권","기술성장기업부","보통주","100","30108433"
"KR7300120003","300120","라온피플","라온피플","LaonPeople Inc.","2019/10/18","KOSDAQ","주권","벤처기업부","보통주","500","20860012"
"KR7171120009","171120","라이온켐텍","라이온켐텍","LION CHEMTECH CO., Ltd.","2013/11/19","KOSDAQ","주권","중견기업부","보통주","500","35901760"
"KR7388790008","388790","라이콤","라이콤","LiComm","2021/09/03","KOSDAQ","주권","벤처기업부","보통주","100","29913930"
"KR7347700007","347700","라이프시맨틱스","라이프시맨틱스","Life Semantics Corp.","2021/03/23","KOSDAQ","주권","기술성장기업부","보통주","500","15664510"
"KR7214260002","214260","라파스","라파스","Raphas Co., Ltd.","2019/11/11","KOSDAQ","주권","기술성장기업부","보통주","500","8667916"
"KR7403360001","403360","라피치","라피치","RAPEECH","2021/12/14","KONEX","주권","일반기업부","보통주","500","2904000"
"KR7115390007","115390","락앤락보통주","락앤락","LOCK&LOCK CO.,LTD.","2010/01/28","KOSPI","주권",,"보통주","500","43326411"
"KR7200350007","200350","래몽래인","래몽래인","RaemongRaein.Co.,Ltd","2021/12/30","KOSDAQ","주권","기술성장기업부","보통주","500","9828153"
"KR7171010002","171010","램테크놀러지","램테크놀러지","RAM TECHNOLOGY CO., LTD.","2013/11/18","KOSDAQ","주권","벤처기업부","보통주","500","14204056"
"KR7084650001","084650","랩지노믹스","랩지노믹스","LabGenomics. Co., Ltd.","2014/12/16","KOSDAQ","주권","우량기업부","보통주","500","74239990"
"KR7217500008","217500","러셀","러셀","RUSSELL CO., LTD.","2015/06/16","KOSDAQ","주권","벤처기업부","보통주","100","31812000"
"KR7092590009","092590","럭스피아","럭스피아","Luxpia","2015/10/30","KONEX","주권","일반기업부","보통주","500","7291098"
"KR7038390001","038390","레드캡투어","레드캡투어","RedcapTour Co., Ltd.","2000/02/01","KOSDAQ","주권","우량기업부","보통주","500","8589480"
"KR7294140009","294140","레몬","레몬","LEMON COMPANY LIMITED","2020/02/28","KOSDAQ","주권","중견기업부","보통주","500","21000000"
"KR7443250006","443250","레뷰코퍼레이션","레뷰코퍼레이션","RevuCorporation Inc","2023/10/06","KOSDAQ","주권","벤처기업부","보통주","500","11179386"
"KR7228670006","228670","레이","레이","Ray Co., Ltd.","2019/08/08","KOSDAQ","주권","중견기업부","보통주","500","15396774"
"KR7228850004","228850","레이언스","레이언스","RAYENCE CO., LTD.","2016/04/11","KOSDAQ","주권","우량기업부","보통주","500","16591014"
"KR7412350001","412350","레이저쎌","레이저쎌","Laserssel Co. Ltd.","2022/06/24","KOSDAQ","주권","기술성장기업부","보통주","500","8706472"
"KR7199550005","199550","레이저옵텍","레이저옵텍","Laseroptek Co., Ltd.","2024/02/01","KOSDAQ","주권","벤처기업부","보통주","500","11512833"
"KR7281740001","281740","레이크머티리얼즈","레이크머티리얼즈","Lake Materials Co., Ltd.","2017/12/12","KOSDAQ","주권","우량기업부","보통주","100","65730548"
"KR7277810008","277810","레인보우로보틱스","레인보우로보틱스","Rainbow Robotics","2021/02/03","KOSDAQ","주권","기술성장기업부","보통주","500","19399858"
"KR7215100009","215100","로보로보","로보로보","RoboRobo Co., Ltd.","2015/04/22","KOSDAQ","주권","벤처기업부","보통주","100","20348454"
"KR7090360009","090360","로보스타","로보스타","Robostar Co.,Ltd.","2011/10/17","KOSDAQ","주권","중견기업부","보통주","500","9750000"
"KR7238500003","238500","로보쓰리에이아이","로보쓰리에이아이","Robo3 Ai","2016/04/20","KONEX","주권","일반기업부","보통주","200","38073488"
"KR7108490004","108490","로보티즈","로보티즈","ROBOTIS","2018/10/26","KOSDAQ","주권","기술성장기업부","보통주","500","13045168"
"HK0000295359","900260","로스웰인터내셔널","로스웰","Rothwell International Co., Limited","2016/06/30","KOSDAQ","외국주권","외국기업(소속부없음)","보통주","무액면","36031288"
"KR7223220005","223220","로지스몬","로지스몬","Logis Mon","2015/07/09","KONEX","주권","일반기업부","보통주","100","46051176"
"KR7067730002","067730","로지시스","로지시스","LOGISYS INC.","2015/07/29","KOSDAQ","주권","중견기업부","보통주","500","9673922"
"KR7071280002","071280","로체시스템즈","로체시스템즈","RORZE SYSTEMS CORPORATION","2003/11/14","KOSDAQ","주권","우량기업부","보통주","500","15296603"
"KR7032350001","032350","롯데관광개발 보통주","롯데관광개발","LOTTE TOUR DEVELOPMENT CO., LTD","2006/06/08","KOSPI","주권",,"보통주","500","76185869"
"KR7089860001","089860","롯데렌탈보통주","롯데렌탈","LOTTE rental","2021/08/19","KOSPI","주권",,"보통주","5000","36634063"
"KR7330590001","330590","롯데리츠보통주","롯데리츠","LOTTE REIT","2019/10/30","KOSPI","부동산투자회사",,"보통주","500","242968884"
"KR7000400002","000400","롯데손해보험보통주","롯데손해보험","LotteNon-LifeInsurance","1971/04/16","KOSPI","주권",,"보통주","1000","310336320"
"KR7023530009","023530","롯데쇼핑 보통주","롯데쇼핑","LOTTE SHOPPING CO., LTD.","2006/02/09","KOSPI","주권",,"보통주","5000","28288755"
"KR7020150009","020150","롯데에너지머티리얼즈보통주","롯데에너지머티리얼즈","LOTTE ENERGY MATERIALS CORPORATION","2011/03/04","KOSPI","주권",,"보통주","500","46110835"
"KR7280360009","280360","롯데웰푸드보통주","롯데웰푸드","LOTTE WELLFOOD","2017/10/30","KOSPI","주권",,"보통주","500","9434574"
"KR7286940002","286940","롯데이노베이트보통주","롯데이노베이트","LOTTE INNOVATE","2018/07/27","KOSPI","주권",,"보통주","5000","15396331"
"KR7004000006","004000","롯데정밀화학보통주","롯데정밀화학","LOTTE Fine Chemical","1976/04/15","KOSPI","주권",,"보통주","5000","25800000"
"KR700499K014","00499K","롯데지주1우선주","롯데지주우","Lotte Corporation(1P)","2017/10/30","KOSPI","주권",,"구형우선주","200","805603"
"KR7004990008","004990","롯데지주보통주","롯데지주","Lotte Corporation","1974/02/16","KOSPI","주권",,"보통주","200","104909237"
"KR7005301007","005305","롯데칠성음료1우선주","롯데칠성우","LotteChilsungBeverage(1P)","1989/09/21","KOSPI","주권",,"구형우선주","500","775310"
"KR7005300009","005300","롯데칠성음료보통주","롯데칠성","LotteChilsungBeverage","1973/06/21","KOSPI","주권",,"보통주","500","9278884"
"KR7011170008","011170","롯데케미칼보통주","롯데케미칼","LOTTE CHEMICAL CORPORATION","1991/05/30","KOSPI","주권",,"보통주","5000","42775419"
"KR7071840003","071840","롯데하이마트보통주","롯데하이마트","LOTTE Himart","2011/06/29","KOSPI","주권",,"보통주","5000","23607712"
"KR7328130000","328130","루닛","루닛","Lunit Inc.","2022/07/21","KOSDAQ","주권","기술성장기업부","보통주","500","28830630"
